subject_id,subject_category,subject_label,subject_type,predicate_id,predicate_label,object_id,object_category,object_label,object_type,mapping_justification,comment,license,mapping_date,author_id,author_label,reviewer_id,reviewer_label,creator_id,creator_label
http://rs.tdwg.org/dwc/terms/waterBody,GeographicContext,Water Body,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/waterBody,Location,Water Body,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/waterBodyType,GeographicContext,Waterbody Type,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/type,DCMI Metadata Terms,Type,rdf property,LtC constrains to a more specific context.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/GeologicalContext,GeologicalContext,Geological Context,rdfs class,http://www.w3.org/2004/02/skos/core#closeMatch,closeMatch,http://rs.tdwg.org/dwc/terms/GeologicalContext,GeologicalContext,Geological Context,rdfs class,"Concepts align, but the LtC class adds class-level properties.",,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/bed,GeologicalContext,Bed,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/bed,GeologicalContext,Bed,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage,GeologicalContext,Earliest Age Or Lowest Stage,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage,GeologicalContext,Earliest Age Or Lowest Stage,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem,GeologicalContext,Earliest Eon Or Lowest Eonothem,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem,GeologicalContext,Earliest Eon Or Lowest Eonothem,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries,GeologicalContext,Earliest Epoch Or Lowest Series,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries,GeologicalContext,Earliest Epoch Or Lowest Series,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem,GeologicalContext,Earliest Era Or Lowest Erathem,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem,GeologicalContext,Earliest Era Or Lowest Erathem,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem,GeologicalContext,Earliest Period Or Lowest System,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem,GeologicalContext,Earliest Period Or Lowest System,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/formation,GeologicalContext,Formation,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/formation,GeologicalContext,Formation,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/group,GeologicalContext,Group,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/group,GeologicalContext,Group,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasIdentifier,GeologicalContext,Has Identifier,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasMeasurementOrFact,GeologicalContext,Has Measurement Or Fact,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasReference,GeologicalContext,Has Reference,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/latestAgeOrHighestStage,GeologicalContext,Latest Age Or Highest Stage,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/latestAgeOrHighestStage,GeologicalContext,Latest Age Or Highest Stage,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/latestEonOrHighestEonothem,GeologicalContext,Latest Eon Or Highest Eonothem,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/latestEonOrHighestEonothem,GeologicalContext,Latest Eon Or Highest Eonothem,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/latestEpochOrHighestSeries,GeologicalContext,Latest Epoch Or Highest Series,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/latestEpochOrHighestSeries,GeologicalContext,Latest Epoch Or Highest Series,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/latestEraOrHighestErathem,GeologicalContext,Latest Era Or Highest Erathem,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/latestEraOrHighestErathem,GeologicalContext,Latest Era Or Highest Erathem,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/latestPeriodOrHighestSystem,GeologicalContext,Latest Period Or Highest System,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/latestPeriodOrHighestSystem,GeologicalContext,Latest Period Or Highest System,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/member,GeologicalContext,Member,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/member,GeologicalContext,Member,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasReference,Identifier,Has Reference,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/identifierSource,Identifier,Identifier Source,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/source,DCMI Metadata Terms,Source,rdf property,LtC term represents a more specific type of source.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/identifierType,Identifier,Identifier Type,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/type,DCMI Metadata Terms,Type,rdf property,LtC term represents a more specific type of type.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/identifierValue,Identifier,Identifier Value,rdf property,http://www.w3.org/2004/02/skos/core#closeMatch,closeMatch,http://purl.org/dc/terms/identifier,DCMI Metadata Terms,Identifier,rdf property,"Concepts are closely aligned, but term name changed in LtC to distinguish from the parent class.",,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasIdentifier,LatimerCoreScheme,Has Identifier,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasObjectGroup,LatimerCoreScheme,Has Object Group,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasReference,LatimerCoreScheme,Has Reference,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasSchemeMeasurementOrFact,LatimerCoreScheme,Has Scheme Measurement Or Fact,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasSchemeTerm,LatimerCoreScheme,Has Scheme Term,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/schemeName,LatimerCoreScheme,Scheme Name,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/title,DCMI Metadata Terms,Title,rdf property,LtC narrows scope to the title of a Latimer Core Scheme.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/MeasurementOrFact,MeasurementOrFact,Measurement or Fact,rdfs class,http://www.w3.org/2004/02/skos/core#closeMatch,closeMatch,http://rs.tdwg.org/dwc/terms/MeasurementOrFact,MeasurementOrFact,Measurement or Fact,rdfs class,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasIdentifier,MeasurementOrFact,Has Identifier,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasReference,MeasurementOrFact,Has Reference,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/measurementAccuracy,MeasurementOrFact,Measurement Accuracy,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/measurementAccuracy,MeasurementOrFact,Measurement Accuracy,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/measurementMethod,MeasurementOrFact,Measurement Method,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/measurementMethod,MeasurementOrFact,Measurement Method,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/measurementRemarks,MeasurementOrFact,Measurement Remarks,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/measurementRemarks,MeasurementOrFact,Measurement Remarks,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/measurementType,MeasurementOrFact,Measurement Type,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/measurementType,MeasurementOrFact,Measurement Type,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/measurementUnit,MeasurementOrFact,Measurement Unit,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/measurementUnit,MeasurementOrFact,Measurement Unit,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/measurementValue,MeasurementOrFact,Measurement Value,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://rs.tdwg.org/dwc/terms/measurementValue,MeasurementOrFact,Measurement Value,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasIdentifier,ObjectClassification,Has Identifier,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasMeasurementOrFact,ObjectClassification,Has Measurement Or Fact,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasObjectClassification,ObjectClassification,Has Object Classification,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasReference,ObjectClassification,Has Reference,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/objectClassificationName,ObjectClassification,Object Classification Name,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/title,DCMI Metadata Terms,Title,rdf property,LtC narrows scope to an object classification title.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/ObjectGroup,ObjectGroup,Object Group,rdfs class,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/dcmitype/Collection,DCMI Type Vocabulary,Collection,rdfs class,LtC narrows the scope of resources to natural science objects.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/alternativeCollectionName,ObjectGroup,Alternative Collection Name,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/title,DCMI Metadata Terms,Title,rdf property,LtC narrows scope to the title of a collection.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/baseTypeOfObjectGroup,ObjectGroup,Base Type Of Object Group,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/type,DCMI Metadata Terms,Type,rdf property,LtC term represents a more specific type of type.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/collectionManagementSystem,ObjectGroup,Collection Management System,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://www.w3.org/ns/prov#SoftwareAgent,Agent,,rdfs class,LtC term represents a more specific type of software agent.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/collectionName,ObjectGroup,Collection Name,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/title,DCMI Metadata Terms,Title,rdf property,LtC narrows scope to the title of a collection.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/degreeOfEstablishment,ObjectGroup,Degree of Establishment,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/degreeOfEstablishment,Occurrence,Degree of Establishment,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/description,ObjectGroup,Description,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/description,DCMI Metadata Terms,Description,rdf property,LtC narrows scope of resources described to ObjectGroups.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasChronometricAge,ObjectGroup,Has Chronometric Age,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasCollectionStatusHistory,ObjectGroup,Has Collection Status History,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasEcologicalContext,ObjectGroup,Has Ecological Context,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasEvent,ObjectGroup,Has Event,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasGeographicContext,ObjectGroup,Has Geographic Context,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasGeologicalContext,ObjectGroup,Has Geological Context,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasIdentifier,ObjectGroup,Has Identifier,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasMeasurementOrFact,ObjectGroup,Has Measurement Or Fact,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasObjectClassification,ObjectGroup,Has Object Classification,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
