subject_id,subject_category,subject_label,subject_type,predicate_id,predicate_label,object_id,object_category,object_label,object_type,mapping_justification,comment,license,mapping_date,author_id,author_label,reviewer_id,reviewer_label,creator_id,creator_label
http://rs.tdwg.org/chrono/terms/chronometricAgeProtocol,ChronometricAge,Chronometric Age Protocol,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/chrono/terms/chronometricAgeProtocol,ChronometricAge,Chronometric Age Protocol,rdf property,The same concept applies to the objects within an ltc:ObjectGroup as it does to a single object.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/chrono/terms/chronometricAgeRemarks,ChronometricAge,Chronometric Age Remarks,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/chrono/terms/chronometricAgeRemarks,ChronometricAge,Chronometric Age Remarks,rdf property,The same concept applies to the objects within an ltc:ObjectGroup as it does to a single object.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/chrono/terms/chronometricAgeUncertaintyInYears,ChronometricAge,Chronometric Age Uncertainty In Years,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/chrono/terms/chronometricAgeUncertaintyInYears,ChronometricAge,Chronometric Age Uncertainty In Years,rdf property,The same concept applies to the objects within an ltc:ObjectGroup as it does to a single object.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/chrono/terms/earliestChronometricAge,ChronometricAge,Earliest Chronometric Age,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/chrono/terms/earliestChronometricAge,ChronometricAge,Earliest Chronometric Age,rdf property,The same concept applies to the objects within an ltc:ObjectGroup as it does to a single object.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/chrono/terms/earliestChronometricAgeReferenceSystem,ChronometricAge,Earliest Chronometric Age Reference System,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/chrono/terms/earliestChronometricAgeReferenceSystem,ChronometricAge,Earliest Chronometric Age Reference System,rdf property,The same concept applies to the objects within an ltc:ObjectGroup as it does to a single object.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/chronometricAgeProtocol,ChronometricAge,Has Identifier,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/chronometricAgeRemarks,ChronometricAge,Has Measurement Or Fact,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/chronometricAgeUncertaintyInYears,ChronometricAge,Has Reference,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/chrono/terms/latestChronometricAge,ChronometricAge,Latest Chronometric Age,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/chrono/terms/latestChronometricAge,ChronometricAge,Latest Chronometric Age,rdf property,The same concept applies to the objects within an ltc:ObjectGroup as it does to a single object.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/chrono/terms/latestChronometricAgeReferenceSystem,ChronometricAge,Latest Chronometric Age Reference System,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/chrono/terms/latestChronometricAgeReferenceSystem,ChronometricAge,Latest Chronometric Age Reference System,rdf property,The same concept applies to the objects within an ltc:ObjectGroup as it does to a single object.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/chrono/terms/verbatimChronometricAge,ChronometricAge,Verbatim Chronometric Age,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/chrono/terms/verbatimChronometricAge,ChronometricAge,Verbatim Chronometric Age,rdf property,The same concept applies to the objects within an ltc:ObjectGroup as it does to a single object.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasIdentifier,CollectionStatusHistory,Has Identifier,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasMeasurementOrFact,CollectionStatusHistory,Has Measurement Or Fact,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasReference,CollectionStatusHistory,Has Reference,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasTemporalCoverage,CollectionStatusHistory,Has Temporal Coverage,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/statusType,CollectionStatusHistory,Status Type,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/type,DCMI Metadata Terms,Type,rdf property,"The LtC term is a more specific, contextual subtype of the object term.",,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/contactDetailCategory,ContactDetail,Contact Detail Category,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/type,DCMI Metadata Terms,Type,rdf property,"The LtC term is a more specific, contextual subtype of the object term.",,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/contactDetailValue,ContactDetail,Contact Detail Value,rdf property,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,https://schema.org/email,ContactPoint; Organization; Person,,rdf property,The LtC term has a more generic scope that covers the values for multiple contact types.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/contactDetailValue,ContactDetail,Contact Detail Value,rdf property,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,https://schema.org/faxNumber,ContactPoint; Organization; Person,,rdf property,The LtC term has a more generic scope that covers the values for multiple contact types.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/contactDetailValue,ContactDetail,Contact Detail Value,rdf property,http://www.w3.org/2004/02/skos/core#narrowMatch,narrowMatch,https://schema.org/telephone,ContactPoint; Organization; Person,,rdf property,The LtC term has a more generic scope that covers the values for multiple contact types.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasIdentifier,ContactDetail,Has Identifier,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/habitat,EcologicalContext,Habitat,rdf property,http://www.w3.org/2004/02/skos/core#closeMatch,closeMatch,http://rs.tdwg.org/dwc/terms/habitat,Event,Habitat,rdf property,LtC has a different parent class (EcologicalContext) which may be linked directly to an ObjectGroup without defining an event.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasIdentifier,EcologicalContext,Has Identifier,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasMeasurementOrFact,EcologicalContext,Has Measurement Or Fact,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasReference,EcologicalContext,Has Reference,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/Event,Event,Event,rdfs class,http://www.w3.org/2004/02/skos/core#closeMatch,closeMatch,http://rs.tdwg.org/dwc/terms/Event,Event,Event,rdf property,"Concepts align, but the LtC class adds class-level properties.",,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/eventName,Event,Event Name,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/title,DCMI Metadata Terms,Title,rdf property,LtC narrows scope to the title of an Event.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasEcologicalContext,Event,Has Ecological Context,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasGeographicContext,Event,Has Geographic Context,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasIdentifier,Event,Has Identifier,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasMeasurementOrFact,Event,Has Measurement Or Fact,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasParentEvent,Event,Has Parent Event,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasPersonRole,Event,Has Person Role,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasReference,Event,Has Reference,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasTemporalCoverage,Event,Has Temporal Coverage,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/samplingProtocol,Event,Sampling Protocol,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://rs.tdwg.org/dwc/terms/samplingProtocol,Event,Sampling Protocol,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/verbatimEventDate,Event,Verbatim Event Date,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/verbatimEventDate,Event,Verbatim Event Date,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/GeographicContext,GeographicContext,Geographic Context,rdfs class,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/Location,DCMI Metadata Terms,Location,rdfs class,"LtC narrows the definition to the location from which objects in the ObjectGroup originated, or where an Event took place.",,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/continent,GeographicContext,Continent,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/continent,Location,Continent,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/country,GeographicContext,Country,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/country,Location,Country,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/countryCode,GeographicContext,Country Code,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/countryCode,Location,Country Code,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/county,GeographicContext,Second Order Division,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/county,Location,County,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasIdentifier,GeographicContext,Has Identifier,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasMeasurementOrFact,GeographicContext,Has Measurement Or Fact,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/hasReference,GeographicContext,Has Reference,rdf property,http://www.w3.org/2004/02/skos/core#broadMatch,broadMatch,http://purl.org/dc/terms/relation,DCMI Metadata Terms,Relation,rdf property,LtC applies constraints to the subject and object classes of the relation.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/island,GeographicContext,Island,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/island,Location,Island,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/islandGroup,GeographicContext,Island Group,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/islandGroup,Location,Island Group,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/locality,GeographicContext,Locality,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/locality,Location,Locality,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/municipality,GeographicContext,Municipality,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/municipality,Location,Municipality,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/ltc/terms/region,GeographicContext,Region,rdf property,http://www.w3.org/2004/02/skos/core#relatedMatch,relatedMatch,http://rs.tdwg.org/dwc/terms/locality,Location,Locality,rdf property,LtC adds a more specific subtype of location.,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
http://rs.tdwg.org/dwc/terms/stateProvince,GeographicContext,First Order Division,rdf property,http://www.w3.org/2004/02/skos/core#exactMatch,exactMatch,http://rs.tdwg.org/dwc/terms/stateProvince,Location,State Province,rdf property,,,https://creativecommons.org/publicdomain/zero/1.0/,22/06/2023,https://orcid.org/0000-0001-6496-1423,Matt Woodburn,,,https://orcid.org/0000-0001-6496-1423,Matt Woodburn
